# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://waterdata.usgs.gov/provisional-data-statement/
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2024-09-17 15:56:16 EDT       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 06846300 BEAVER C NR HERNDON, KS
# -----------------------------------------------------------------------------------
#
# Data provided for site 06846300
#            TS   parameter     statistic     Description
#         54700       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
# 
agency_cd	site_no	datetime	54700_00060_00003	54700_00060_00003_cd
USGS	06846300	1966-03-31	24.0	A
USGS	06846300	1966-04-01	24.0	A
USGS	06846300	1966-04-02	23.0	A
USGS	06846300	1966-04-03	22.0	A
USGS	06846300	1966-04-04	22.0	A
USGS	06846300	1966-04-05	22.0	A
USGS	06846300	1966-04-06	21.0	A
USGS	06846300	1966-04-07	19.0	A
USGS	06846300	1966-04-08	20.0	A
USGS	06846300	1966-04-09	19.0	A
USGS	06846300	1966-04-10	19.0	A
USGS	06846300	1966-04-11	19.0	A
USGS	06846300	1966-04-12	20.0	A
USGS	06846300	1966-04-13	20.0	A
USGS	06846300	1966-04-14	21.0	A
USGS	06846300	1966-04-15	20.0	A
USGS	06846300	1966-04-16	20.0	A
USGS	06846300	1966-04-17	20.0	A
USGS	06846300	1966-04-18	20.0	A
USGS	06846300	1966-04-19	21.0	A
USGS	06846300	1966-04-20	21.0	A
USGS	06846300	1966-04-21	21.0	A
USGS	06846300	1966-04-22	20.0	A
USGS	06846300	1966-04-23	19.0	A
USGS	06846300	1966-04-24	18.0	A
USGS	06846300	1966-04-25	17.0	A
USGS	06846300	1966-04-26	18.0	A
USGS	06846300	1966-04-27	19.0	A
USGS	06846300	1966-04-28	18.0	A
USGS	06846300	1966-04-29	18.0	A
USGS	06846300	1966-04-30	18.0	A
USGS	06846300	1966-05-01	17.0	A
USGS	06846300	1966-05-02	17.0	A
USGS	06846300	1966-05-03	17.0	A
USGS	06846300	1966-05-04	17.0	A
USGS	06846300	1966-05-05	16.0	A
USGS	06846300	1966-05-06	16.0	A
USGS	06846300	1966-05-07	15.0	A
USGS	06846300	1966-05-08	16.0	A
USGS	06846300	1966-05-09	16.0	A
USGS	06846300	1966-05-10	16.0	A
USGS	06846300	1966-05-11	16.0	A
USGS	06846300	1966-05-12	17.0	A
USGS	06846300	1966-05-13	16.0	A
USGS	06846300	1966-05-14	16.0	A
USGS	06846300	1966-05-15	15.0	A
USGS	06846300	1966-05-16	15.0	A
USGS	06846300	1966-05-17	15.0	A
USGS	06846300	1966-05-18	15.0	A
USGS	06846300	1966-05-19	15.0	A
USGS	06846300	1966-05-20	15.0	A
USGS	06846300	1966-05-21	14.0	A
USGS	06846300	1966-05-22	13.0	A
USGS	06846300	1966-05-23	12.0	A
USGS	06846300	1966-05-24	9.30	A
USGS	06846300	1966-05-25	9.50	A
USGS	06846300	1966-05-26	15.0	A
USGS	06846300	1966-05-27	13.0	A
USGS	06846300	1966-05-28	11.0	A
USGS	06846300	1966-05-29	8.00	A
USGS	06846300	1966-05-30	7.10	A
USGS	06846300	1966-05-31	7.20	A
USGS	06846300	1966-06-01	7.90	A
USGS	06846300	1966-06-02	8.20	A
USGS	06846300	1966-06-03	7.60	A
USGS	06846300	1966-06-04	7.60	A
USGS	06846300	1966-06-05	7.30	A
USGS	06846300	1966-06-06	7.50	A
USGS	06846300	1966-06-07	8.00	A
USGS	06846300	1966-06-08	17.0	A
USGS	06846300	1966-06-09	23.0	A
USGS	06846300	1966-06-10	30.0	A
USGS	06846300	1966-06-11	17.0	A
USGS	06846300	1966-06-12	12.0	A
USGS	06846300	1966-06-13	9.30	A
USGS	06846300	1966-06-14	8.10	A
USGS	06846300	1966-06-15	7.40	A
USGS	06846300	1966-06-16	6.90	A
USGS	06846300	1966-06-17	7.20	A
USGS	06846300	1966-06-18	7.60	A
USGS	06846300	1966-06-19	26.0	A
USGS	06846300	1966-06-20	65.0	A
USGS	06846300	1966-06-21	14.0	A
USGS	06846300	1966-06-22	10.0	A
USGS	06846300	1966-06-23	8.70	A
USGS	06846300	1966-06-24	10.0	A
USGS	06846300	1966-06-25	6.70	A
USGS	06846300	1966-06-26	6.90	A
USGS	06846300	1966-06-27	6.50	A
USGS	06846300	1966-06-28	4.90	A
USGS	06846300	1966-06-29	4.10	A
USGS	06846300	1966-06-30	3.50	A
USGS	06846300	1966-07-01	3.00	A
USGS	06846300	1966-07-02	2.90	A
USGS	06846300	1966-07-03	2.50	A
USGS	06846300	1966-07-04	2.00	A
USGS	06846300	1966-07-05	1.80	A
USGS	06846300	1966-07-06	1.70	A
USGS	06846300	1966-07-07	1.50	A
USGS	06846300	1966-07-08	0.80	A
USGS	06846300	1966-07-09	0.90	A
USGS	06846300	1966-07-10	0.80	A
USGS	06846300	1966-07-11	0.50	A
USGS	06846300	1966-07-12	0.40	A
USGS	06846300	1966-07-13	0.50	A
USGS	06846300	1966-07-14	1.20	A
USGS	06846300	1966-07-15	0.90	A
USGS	06846300	1966-07-16	0.60	A
USGS	06846300	1966-07-17	0.30	A
USGS	06846300	1966-07-18	0.60	A
USGS	06846300	1966-07-19	88.0	A
USGS	06846300	1966-07-20	128	A
USGS	06846300	1966-07-21	64.0	A
USGS	06846300	1966-07-22	19.0	A
USGS	06846300	1966-07-23	12.0	A
USGS	06846300	1966-07-24	7.10	A
USGS	06846300	1966-07-25	6.00	A
USGS	06846300	1966-07-26	4.80	A
USGS	06846300	1966-07-27	3.90	A
USGS	06846300	1966-07-28	8.40	A
USGS	06846300	1966-07-29	9.10	A
USGS	06846300	1966-07-30	16.0	A
USGS	06846300	1966-07-31	4.60	A
USGS	06846300	1966-08-01	2.40	A
USGS	06846300	1966-08-02	1.90	A
USGS	06846300	1966-08-03	3.40	A
USGS	06846300	1966-08-04	2.00	A
USGS	06846300	1966-08-05	1.20	A
USGS	06846300	1966-08-06	0.70	A
USGS	06846300	1966-08-07	0.80	A
USGS	06846300	1966-08-08	1.50	A
USGS	06846300	1966-08-09	33.0	A
USGS	06846300	1966-08-10	11.0	A
USGS	06846300	1966-08-11	11.0	A
USGS	06846300	1966-08-12	6.40	A
USGS	06846300	1966-08-13	6.30	A
USGS	06846300	1966-08-14	3.40	A
USGS	06846300	1966-08-15	2.30	A
USGS	06846300	1966-08-16	1.50	A
USGS	06846300	1966-08-17	1.00	A
USGS	06846300	1966-08-18	0.60	A
USGS	06846300	1966-08-19	0.50	A
USGS	06846300	1966-08-20	0.80	A
USGS	06846300	1966-08-21	0.70	A
USGS	06846300	1966-08-22	0.40	A
USGS	06846300	1966-08-23	0.40	A
USGS	06846300	1966-08-24	0.40	A
USGS	06846300	1966-08-25	0.40	A
USGS	06846300	1966-08-26	0.20	A
USGS	06846300	1966-08-27	0.20	A
USGS	06846300	1966-08-28	0.00	A
USGS	06846300	1966-08-29	0.00	A
USGS	06846300	1966-08-30	0.00	A
USGS	06846300	1966-08-31	0.00	A
USGS	06846300	1966-09-01	0.70	A
USGS	06846300	1966-09-02	0.70	A
USGS	06846300	1966-09-03	0.10	A
USGS	06846300	1966-09-04	0.00	A
USGS	06846300	1966-09-05	0.00	A
USGS	06846300	1966-09-06	0.00	A
USGS	06846300	1966-09-07	1.80	A
USGS	06846300	1966-09-08	1.10	A
USGS	06846300	1966-09-09	0.20	A
USGS	06846300	1966-09-10	0.00	A
USGS	06846300	1966-09-11	0.00	A
USGS	06846300	1966-09-12	0.00	A
USGS	06846300	1966-09-13	0.00	A
USGS	06846300	1966-09-14	0.00	A
USGS	06846300	1966-09-15	0.00	A
USGS	06846300	1966-09-16	0.10	A
USGS	06846300	1966-09-17	0.00	A
USGS	06846300	1966-09-18	0.00	A
USGS	06846300	1966-09-19	0.00	A
USGS	06846300	1966-09-20	0.00	A
USGS	06846300	1966-09-21	0.00	A
USGS	06846300	1966-09-22	0.00	A
USGS	06846300	1966-09-23	0.00	A
USGS	06846300	1966-09-24	0.00	A
USGS	06846300	1966-09-25	0.00	A
USGS	06846300	1966-09-26	0.00	A
USGS	06846300	1966-09-27	0.00	A
USGS	06846300	1966-09-28	0.00	A
USGS	06846300	1966-09-29	0.00	A
USGS	06846300	1966-09-30	0.00	A
USGS	06846300	1966-10-01	0.00	A
USGS	06846300	1966-10-02	0.00	A
USGS	06846300	1966-10-03	0.00	A
USGS	06846300	1966-10-04	0.00	A
USGS	06846300	1966-10-05	0.00	A
USGS	06846300	1966-10-06	0.00	A
USGS	06846300	1966-10-07	0.00	A
USGS	06846300	1966-10-08	0.00	A
USGS	06846300	1966-10-09	0.00	A
USGS	06846300	1966-10-10	0.00	A
USGS	06846300	1966-10-11	0.00	A
USGS	06846300	1966-10-12	0.00	A
USGS	06846300	1966-10-13	0.00	A
USGS	06846300	1966-10-14	0.40	A
USGS	06846300	1966-10-15	0.10	A
USGS	06846300	1966-10-16	0.00	A
USGS	06846300	1966-10-17	0.00	A
USGS	06846300	1966-10-18	0.10	A
USGS	06846300	1966-10-19	0.10	A
USGS	06846300	1966-10-20	0.50	A
USGS	06846300	1966-10-21	0.10	A
USGS	06846300	1966-10-22	0.10	A
USGS	06846300	1966-10-23	0.00	A
USGS	06846300	1966-10-24	0.00	A
USGS	06846300	1966-10-25	0.02	A
USGS	06846300	1966-10-26	0.01	A
USGS	06846300	1966-10-27	0.01	A
USGS	06846300	1966-10-28	0.02	A
USGS	06846300	1966-10-29	0.02	A
USGS	06846300	1966-10-30	0.02	A
USGS	06846300	1966-10-31	0.02	A
USGS	06846300	1966-11-01	0.03	A
USGS	06846300	1966-11-02	0.04	A
USGS	06846300	1966-11-03	0.04	A
USGS	06846300	1966-11-04	0.05	A
USGS	06846300	1966-11-05	0.04	A
USGS	06846300	1966-11-06	0.03	A
USGS	06846300	1966-11-07	0.16	A
USGS	06846300	1966-11-08	0.18	A
USGS	06846300	1966-11-09	0.20	A
USGS	06846300	1966-11-10	0.37	A
USGS	06846300	1966-11-11	0.42	A
USGS	06846300	1966-11-12	0.45	A
USGS	06846300	1966-11-13	0.62	A
USGS	06846300	1966-11-14	0.63	A
USGS	06846300	1966-11-15	0.58	A
USGS	06846300	1966-11-16	0.76	A
USGS	06846300	1966-11-17	0.90	A
USGS	06846300	1966-11-18	0.91	A
USGS	06846300	1966-11-19	0.56	A
USGS	06846300	1966-11-20	0.50	A
USGS	06846300	1966-11-21	0.53	A
USGS	06846300	1966-11-22	0.60	A
USGS	06846300	1966-11-23	0.57	A
USGS	06846300	1966-11-24	0.58	A
USGS	06846300	1966-11-25	0.89	A
USGS	06846300	1966-11-26	0.75	A
USGS	06846300	1966-11-27	0.78	A
USGS	06846300	1966-11-28	0.66	A
USGS	06846300	1966-11-29	0.90	A
USGS	06846300	1966-11-30	1.10	A
USGS	06846300	1966-12-01	1.20	A
USGS	06846300	1966-12-02	1.00	A
USGS	06846300	1966-12-03	0.90	A
USGS	06846300	1966-12-04	0.90	A
USGS	06846300	1966-12-05	1.00	A
USGS	06846300	1966-12-06	1.50	A
USGS	06846300	1966-12-07	2.00	A
USGS	06846300	1966-12-08	2.00	A
USGS	06846300	1966-12-09	2.50	A
USGS	06846300	1966-12-10	1.50	A
USGS	06846300	1966-12-11	1.50	A
USGS	06846300	1966-12-12	2.00	A
USGS	06846300	1966-12-13	2.50	A
USGS	06846300	1966-12-14	3.00	A
USGS	06846300	1966-12-15	3.00	A
USGS	06846300	1966-12-16	3.00	A
USGS	06846300	1966-12-17	2.50	A
USGS	06846300	1966-12-18	2.50	A
USGS	06846300	1966-12-19	2.00	A
USGS	06846300	1966-12-20	2.00	A
USGS	06846300	1966-12-21	2.00	A
USGS	06846300	1966-12-22	2.00	A
USGS	06846300	1966-12-23	1.50	A
USGS	06846300	1966-12-24	0.80	A
USGS	06846300	1966-12-25	0.50	A
USGS	06846300	1966-12-26	0.50	A
USGS	06846300	1966-12-27	0.50	A
USGS	06846300	1966-12-28	0.50	A
USGS	06846300	1966-12-29	0.60	A
USGS	06846300	1966-12-30	0.70	A
USGS	06846300	1966-12-31	0.80	A
USGS	06846300	1967-01-01	0.80	A
USGS	06846300	1967-01-02	1.00	A
USGS	06846300	1967-01-03	1.00	A
USGS	06846300	1967-01-04	0.80	A
USGS	06846300	1967-01-05	0.80	A
USGS	06846300	1967-01-06	0.70	A
USGS	06846300	1967-01-07	0.30	A
USGS	06846300	1967-01-08	0.00	A
USGS	06846300	1967-01-09	0.10	A
USGS	06846300	1967-01-10	0.10	A
USGS	06846300	1967-01-11	0.10	A
USGS	06846300	1967-01-12	0.20	A
USGS	06846300	1967-01-13	0.30	A
USGS	06846300	1967-01-14	0.30	A
USGS	06846300	1967-01-15	0.30	A
USGS	06846300	1967-01-16	0.50	A
USGS	06846300	1967-01-17	0.30	A
USGS	06846300	1967-01-18	0.10	A
USGS	06846300	1967-01-19	0.20	A
USGS	06846300	1967-01-20	0.50	A
USGS	06846300	1967-01-21	1.00	A
USGS	06846300	1967-01-22	3.00	A
USGS	06846300	1967-01-23	6.00	A
USGS	06846300	1967-01-24	7.00	A
USGS	06846300	1967-01-25	7.00	A
USGS	06846300	1967-01-26	6.00	A
USGS	06846300	1967-01-27	5.00	A
USGS	06846300	1967-01-28	6.00	A
USGS	06846300	1967-01-29	7.00	A
USGS	06846300	1967-01-30	6.00	A
USGS	06846300	1967-01-31	6.00	A
USGS	06846300	1967-02-01	5.00	A
USGS	06846300	1967-02-02	4.00	A
USGS	06846300	1967-02-03	5.00	A
USGS	06846300	1967-02-04	6.00	A
USGS	06846300	1967-02-05	7.00	A
USGS	06846300	1967-02-06	6.00	A
USGS	06846300	1967-02-07	6.00	A
USGS	06846300	1967-02-08	6.00	A
USGS	06846300	1967-02-09	7.00	A
USGS	06846300	1967-02-10	8.00	A
USGS	06846300	1967-02-11	8.00	A
USGS	06846300	1967-02-12	8.00	A
USGS	06846300	1967-02-13	9.00	A
USGS	06846300	1967-02-14	10.0	A
USGS	06846300	1967-02-15	10.0	A
USGS	06846300	1967-02-16	7.00	A
USGS	06846300	1967-02-17	8.00	A
USGS	06846300	1967-02-18	9.00	A
USGS	06846300	1967-02-19	9.00	A
USGS	06846300	1967-02-20	8.00	A
USGS	06846300	1967-02-21	7.00	A
USGS	06846300	1967-02-22	6.00	A
USGS	06846300	1967-02-23	6.00	A
USGS	06846300	1967-02-24	6.00	A
USGS	06846300	1967-02-25	7.00	A
USGS	06846300	1967-02-26	9.00	A
USGS	06846300	1967-02-27	11.0	A
USGS	06846300	1967-02-28	9.00	A
USGS	06846300	1967-03-01	9.40	A
USGS	06846300	1967-03-02	8.50	A
USGS	06846300	1967-03-03	8.00	A
USGS	06846300	1967-03-04	7.80	A
USGS	06846300	1967-03-05	7.80	A
USGS	06846300	1967-03-06	7.00	A
USGS	06846300	1967-03-07	6.00	A
USGS	06846300	1967-03-08	5.00	A
USGS	06846300	1967-03-09	7.00	A
USGS	06846300	1967-03-10	8.90	A
USGS	06846300	1967-03-11	7.80	A
USGS	06846300	1967-03-12	8.50	A
USGS	06846300	1967-03-13	8.00	A
USGS	06846300	1967-03-14	8.00	A
USGS	06846300	1967-03-15	7.80	A
USGS	06846300	1967-03-16	7.60	A
USGS	06846300	1967-03-17	7.30	A
USGS	06846300	1967-03-18	7.60	A
USGS	06846300	1967-03-19	7.30	A
USGS	06846300	1967-03-20	7.30	A
USGS	06846300	1967-03-21	7.30	A
USGS	06846300	1967-03-22	7.30	A
USGS	06846300	1967-03-23	7.10	A
USGS	06846300	1967-03-24	7.60	A
USGS	06846300	1967-03-25	7.60	A
USGS	06846300	1967-03-26	7.60	A
USGS	06846300	1967-03-27	7.80	A
USGS	06846300	1967-03-28	7.80	A
USGS	06846300	1967-03-29	7.60	A
USGS	06846300	1967-03-30	6.40	A
USGS	06846300	1967-03-31	6.20	A
USGS	06846300	1967-04-01	6.40	A
USGS	06846300	1967-04-02	6.40	A
USGS	06846300	1967-04-03	6.00	A
USGS	06846300	1967-04-04	6.40	A
USGS	06846300	1967-04-05	6.60	A
USGS	06846300	1967-04-06	5.50	A
USGS	06846300	1967-04-07	4.40	A
USGS	06846300	1967-04-08	3.50	A
USGS	06846300	1967-04-09	4.00	A
USGS	06846300	1967-04-10	4.00	A
USGS	06846300	1967-04-11	4.40	A
USGS	06846300	1967-04-12	4.40	A
USGS	06846300	1967-04-13	4.20	A
USGS	06846300	1967-04-14	6.00	A
USGS	06846300	1967-04-15	5.50	A
USGS	06846300	1967-04-16	4.20	A
USGS	06846300	1967-04-17	3.30	A
USGS	06846300	1967-04-18	3.80	A
USGS	06846300	1967-04-19	3.30	A
USGS	06846300	1967-04-20	2.90	A
USGS	06846300	1967-04-21	3.30	A
USGS	06846300	1967-04-22	3.30	A
USGS	06846300	1967-04-23	2.40	A
USGS	06846300	1967-04-24	2.20	A
USGS	06846300	1967-04-25	2.20	A
USGS	06846300	1967-04-26	2.20	A
USGS	06846300	1967-04-27	2.50	A
USGS	06846300	1967-04-28	2.70	A
USGS	06846300	1967-04-29	3.20	A
USGS	06846300	1967-04-30	3.10	A
USGS	06846300	1967-05-01	2.30	A
USGS	06846300	1967-05-02	2.40	A
USGS	06846300	1967-05-03	2.90	A
USGS	06846300	1967-05-04	2.50	A
USGS	06846300	1967-05-05	3.10	A
USGS	06846300	1967-05-06	4.30	A
USGS	06846300	1967-05-07	5.60	A
USGS	06846300	1967-05-08	7.40	A
USGS	06846300	1967-05-09	7.60	A
USGS	06846300	1967-05-10	7.40	A
USGS	06846300	1967-05-11	6.60	A
USGS	06846300	1967-05-12	5.70	A
USGS	06846300	1967-05-13	3.90	A
USGS	06846300	1967-05-14	3.80	A
USGS	06846300	1967-05-15	3.60	A
USGS	06846300	1967-05-16	3.10	A
USGS	06846300	1967-05-17	3.10	A
USGS	06846300	1967-05-18	3.30	A
USGS	06846300	1967-05-19	3.00	A
USGS	06846300	1967-05-20	3.00	A
USGS	06846300	1967-05-21	2.90	A
USGS	06846300	1967-05-22	2.70	A
USGS	06846300	1967-05-23	2.10	A
USGS	06846300	1967-05-24	1.60	A
USGS	06846300	1967-05-25	1.70	A
USGS	06846300	1967-05-26	1.30	A
USGS	06846300	1967-05-27	4.60	A
USGS	06846300	1967-05-28	3.60	A
USGS	06846300	1967-05-29	4.50	A
USGS	06846300	1967-05-30	4.50	A
USGS	06846300	1967-05-31	6.90	A
USGS	06846300	1967-06-01	6.10	A
USGS	06846300	1967-06-02	5.30	A
USGS	06846300	1967-06-03	5.10	A
USGS	06846300	1967-06-04	4.90	A
USGS	06846300	1967-06-05	4.60	A
USGS	06846300	1967-06-06	4.20	A
USGS	06846300	1967-06-07	3.60	A
USGS	06846300	1967-06-08	3.30	A
USGS	06846300	1967-06-09	2.80	A
USGS	06846300	1967-06-10	4.70	A
USGS	06846300	1967-06-11	2.90	A
USGS	06846300	1967-06-12	2.30	A
USGS	06846300	1967-06-13	2.50	A
USGS	06846300	1967-06-14	3.30	A
USGS	06846300	1967-06-15	4.50	A
USGS	06846300	1967-06-16	3.30	A
USGS	06846300	1967-06-17	3.40	A
USGS	06846300	1967-06-18	2.60	A
USGS	06846300	1967-06-19	2.40	A
USGS	06846300	1967-06-20	2.10	A
USGS	06846300	1967-06-21	4.20	A
USGS	06846300	1967-06-22	2.10	A
USGS	06846300	1967-06-23	7.50	A
USGS	06846300	1967-06-24	61.0	A
USGS	06846300	1967-06-25	24.0	A
USGS	06846300	1967-06-26	36.0	A
USGS	06846300	1967-06-27	20.0	A
USGS	06846300	1967-06-28	15.0	A
USGS	06846300	1967-06-29	11.0	A
USGS	06846300	1967-06-30	10.0	A
USGS	06846300	1967-07-01	8.20	A
USGS	06846300	1967-07-02	7.00	A
USGS	06846300	1967-07-03	6.20	A
USGS	06846300	1967-07-04	11.0	A
USGS	06846300	1967-07-05	4.90	A
USGS	06846300	1967-07-06	4.60	A
USGS	06846300	1967-07-07	3.90	A
USGS	06846300	1967-07-08	47.0	A
USGS	06846300	1967-07-09	270	A
USGS	06846300	1967-07-10	192	A
USGS	06846300	1967-07-11	49.0	A
USGS	06846300	1967-07-12	31.0	A
USGS	06846300	1967-07-13	24.0	A
USGS	06846300	1967-07-14	19.0	A
USGS	06846300	1967-07-15	16.0	A
USGS	06846300	1967-07-16	14.0	A
USGS	06846300	1967-07-17	13.0	A
USGS	06846300	1967-07-18	12.0	A
USGS	06846300	1967-07-19	11.0	A
USGS	06846300	1967-07-20	11.0	A
USGS	06846300	1967-07-21	9.80	A
USGS	06846300	1967-07-22	9.70	A
USGS	06846300	1967-07-23	9.00	A
USGS	06846300	1967-07-24	7.90	A
USGS	06846300	1967-07-25	7.10	A
USGS	06846300	1967-07-26	22.0	A
USGS	06846300	1967-07-27	8.50	A
USGS	06846300	1967-07-28	5.90	A
USGS	06846300	1967-07-29	4.90	A
USGS	06846300	1967-07-30	4.40	A
USGS	06846300	1967-07-31	4.20	A
USGS	06846300	1967-08-01	4.20	A
USGS	06846300	1967-08-02	3.30	A
USGS	06846300	1967-08-03	3.20	A
USGS	06846300	1967-08-04	2.60	A
USGS	06846300	1967-08-05	1.80	A
USGS	06846300	1967-08-06	1.60	A
USGS	06846300	1967-08-07	4.20	A
USGS	06846300	1967-08-08	11.0	A
USGS	06846300	1967-08-09	12.0	A
USGS	06846300	1967-08-10	6.80	A
USGS	06846300	1967-08-11	2.90	A
USGS	06846300	1967-08-12	1.60	A
USGS	06846300	1967-08-13	1.20	A
USGS	06846300	1967-08-14	0.60	A
USGS	06846300	1967-08-15	0.37	A
USGS	06846300	1967-08-16	0.82	A
USGS	06846300	1967-08-17	0.44	A
USGS	06846300	1967-08-18	0.17	A
USGS	06846300	1967-08-19	0.27	A
USGS	06846300	1967-08-20	0.28	A
USGS	06846300	1967-08-21	0.10	A
USGS	06846300	1967-08-22	0.06	A
USGS	06846300	1967-08-23	0.04	A
USGS	06846300	1967-08-24	0.01	A
USGS	06846300	1967-08-25	0.00	A
USGS	06846300	1967-08-26	0.02	A
USGS	06846300	1967-08-27	0.01	A
USGS	06846300	1967-08-28	0.01	A
USGS	06846300	1967-08-29	0.00	A
USGS	06846300	1967-08-30	0.00	A
USGS	06846300	1967-08-31	0.00	A
USGS	06846300	1967-09-01	0.00	A
USGS	06846300	1967-09-02	0.00	A
USGS	06846300	1967-09-03	0.00	A
USGS	06846300	1967-09-04	0.00	A
USGS	06846300	1967-09-05	0.00	A
USGS	06846300	1967-09-06	0.00	A
USGS	06846300	1967-09-07	0.00	A
USGS	06846300	1967-09-08	0.00	A
USGS	06846300	1967-09-09	0.00	A
USGS	06846300	1967-09-10	0.00	A
USGS	06846300	1967-09-11	0.00	A
USGS	06846300	1967-09-12	0.00	A
USGS	06846300	1967-09-13	0.00	A
USGS	06846300	1967-09-14	0.00	A
USGS	06846300	1967-09-15	0.00	A
USGS	06846300	1967-09-16	0.02	A
USGS	06846300	1967-09-17	1.70	A
USGS	06846300	1967-09-18	24.0	A
USGS	06846300	1967-09-19	55.0	A
USGS	06846300	1967-09-20	9.50	A
USGS	06846300	1967-09-21	23.0	A
USGS	06846300	1967-09-22	4.90	A
USGS	06846300	1967-09-23	1.00	A
USGS	06846300	1967-09-24	0.14	A
USGS	06846300	1967-09-25	0.03	A
USGS	06846300	1967-09-26	0.01	A
USGS	06846300	1967-09-27	0.01	A
USGS	06846300	1967-09-28	0.01	A
USGS	06846300	1967-09-29	0.01	A
USGS	06846300	1967-09-30	0.01	A
USGS	06846300	1967-10-01	0.01	A
USGS	06846300	1967-10-02	0.01	A
USGS	06846300	1967-10-03	0.01	A
USGS	06846300	1967-10-04	0.00	A
USGS	06846300	1967-10-05	0.01	A
USGS	06846300	1967-10-06	0.00	A
USGS	06846300	1967-10-07	0.00	A
USGS	06846300	1967-10-08	0.00	A
USGS	06846300	1967-10-09	0.00	A
USGS	06846300	1967-10-10	0.01	A
USGS	06846300	1967-10-11	0.01	A
USGS	06846300	1967-10-12	0.01	A
USGS	06846300	1967-10-13	0.02	A
USGS	06846300	1967-10-14	0.02	A
USGS	06846300	1967-10-15	0.01	A
USGS	06846300	1967-10-16	0.01	A
USGS	06846300	1967-10-17	0.01	A
USGS	06846300	1967-10-18	0.01	A
USGS	06846300	1967-10-19	0.02	A
USGS	06846300	1967-10-20	0.02	A
USGS	06846300	1967-10-21	0.02	A
USGS	06846300	1967-10-22	0.02	A
USGS	06846300	1967-10-23	0.01	A
USGS	06846300	1967-10-24	0.01	A
USGS	06846300	1967-10-25	0.01	A
USGS	06846300	1967-10-26	0.01	A
USGS	06846300	1967-10-27	0.01	A
USGS	06846300	1967-10-28	0.01	A
USGS	06846300	1967-10-29	0.02	A
USGS	06846300	1967-10-30	0.02	A
USGS	06846300	1967-10-31	0.02	A
USGS	06846300	1967-11-01	0.03	A
USGS	06846300	1967-11-02	0.03	A
USGS	06846300	1967-11-03	0.03	A
USGS	06846300	1967-11-04	0.03	A
USGS	06846300	1967-11-05	0.02	A
USGS	06846300	1967-11-06	0.01	A
USGS	06846300	1967-11-07	0.00	A
USGS	06846300	1967-11-08	0.00	A
USGS	06846300	1967-11-09	0.00	A
USGS	06846300	1967-11-10	0.02	A
USGS	06846300	1967-11-11	0.02	A
USGS	06846300	1967-11-12	0.03	A
USGS	06846300	1967-11-13	0.03	A
USGS	06846300	1967-11-14	0.03	A
USGS	06846300	1967-11-15	0.03	A
USGS	06846300	1967-11-16	0.03	A
USGS	06846300	1967-11-17	0.03	A
USGS	06846300	1967-11-18	0.03	A
USGS	06846300	1967-11-19	0.03	A
USGS	06846300	1967-11-20	0.03	A
USGS	06846300	1967-11-21	0.02	A
USGS	06846300	1967-11-22	0.02	A
USGS	06846300	1967-11-23	0.03	A
USGS	06846300	1967-11-24	0.03	A
USGS	06846300	1967-11-25	0.03	A
USGS	06846300	1967-11-26	0.15	A
USGS	06846300	1967-11-27	0.11	A
USGS	06846300	1967-11-28	0.06	A
USGS	06846300	1967-11-29	0.06	A
USGS	06846300	1967-11-30	0.06	A
USGS	06846300	1967-12-01	0.06	A
USGS	06846300	1967-12-02	0.06	A
USGS	06846300	1967-12-03	0.07	A
USGS	06846300	1967-12-04	0.08	A
USGS	06846300	1967-12-05	0.09	A
USGS	06846300	1967-12-06	0.12	A
USGS	06846300	1967-12-07	0.23	A
USGS	06846300	1967-12-08	0.37	A
USGS	06846300	1967-12-09	0.93	A
USGS	06846300	1967-12-10	0.78	A
USGS	06846300	1967-12-11	0.78	A
USGS	06846300	1967-12-12	0.98	A
USGS	06846300	1967-12-13	0.98	A
USGS	06846300	1967-12-14	0.70	A
USGS	06846300	1967-12-15	0.30	A
USGS	06846300	1967-12-16	0.10	A
USGS	06846300	1967-12-17	0.10	A
USGS	06846300	1967-12-18	0.20	A
USGS	06846300	1967-12-19	0.20	A
USGS	06846300	1967-12-20	0.20	A
USGS	06846300	1967-12-21	0.10	A
USGS	06846300	1967-12-22	0.00	A
USGS	06846300	1967-12-23	0.00	A
USGS	06846300	1967-12-24	0.10	A
USGS	06846300	1967-12-25	0.10	A
USGS	06846300	1967-12-26	0.03	A
USGS	06846300	1967-12-27	0.00	A
USGS	06846300	1967-12-28	0.00	A
USGS	06846300	1967-12-29	0.00	A
USGS	06846300	1967-12-30	0.00	A
USGS	06846300	1967-12-31	0.00	A
USGS	06846300	1968-01-01	0.00	A
USGS	06846300	1968-01-02	0.00	A
USGS	06846300	1968-01-03	0.00	A
USGS	06846300	1968-01-04	0.00	A
USGS	06846300	1968-01-05	0.00	A
